age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
64, ?,49194, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, <=50K
36, Self-emp-inc,27408, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
40, Private,382499, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
33, Private,181372, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
27, Private,587310, 7th-8th,4, Never-married, Other-service, Other-relative, White, Male,0,0,35, Guatemala, <=50K
26, Private,213799, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,96128, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,32616, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Private,135643, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,40, China, <=50K
23, Private,259301, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,202812, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc,57924, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,50, United-States, >50K
21, Private,190805, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K
36, ?,187983, HS-grad,9, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
51, State-gov,194475, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc,31717, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,81487, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,625,40, United-States, <=50K
58, Federal-gov,243929, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
45, Private,102202, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,196643, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,24008, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,24, United-States, <=50K
23, Private,192978, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, ?,303317, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,231160, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
64, Private,86972, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Federal-gov,339388, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private,105059, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
23, Private,238917, 7th-8th,4, Never-married, Craft-repair, Other-relative, White, Male,0,0,36, United-States, <=50K
29, Private,183627, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,48, Ireland, <=50K
37, Private,188774, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,2824,40, United-States, >50K
50, Private,558490, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, State-gov,112432, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
43, Federal-gov,186916, Masters,14, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
29, ?,78529, 10th,6, Separated, ?, Unmarried, White, Female,0,0,12, United-States, <=50K
46, Self-emp-not-inc,353012, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
36, Local-gov,318972, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,65, United-States, <=50K
32, Private,164190, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,77266, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private,254114, Some-college,10, Married-spouse-abs, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
27, Private,141545, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, <=50K
69, ?,107575, HS-grad,9, Divorced, ?, Not-in-family, White, Female,2964,0,35, United-States, <=50K
67, State-gov,239705, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,12, ?, <=50K
52, Private,23780, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
48, Private,47343, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private,389942, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,296982, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private,328199, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,55481, Masters,14, Never-married, Tech-support, Unmarried, White, Male,0,0,45, Nicaragua, <=50K
31, Private,229636, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
39, Self-emp-inc,286261, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Federal-gov,215948, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, ?, <=50K
47, Private,481987, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Private,34173, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private,276559, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States, >50K
27, Self-emp-not-inc,357283, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, State-gov,455553, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc,52240, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, >50K
24, Private,85088, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,1762,32, United-States, <=50K
67, Self-emp-not-inc,127543, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,2414,0,80, United-States, <=50K
23, Private,33423, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private,432565, Assoc-voc,11, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,40, Canada, >50K
56, Federal-gov,187873, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private,240676, Some-college,10, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,609789, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private,48093, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,90, United-States, >50K
42, Private,208875, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, El-Salvador, >50K
22, Private,103762, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Local-gov,119411, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, Portugal, <=50K
51, Private,74275, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,211654, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private,225193, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,73019, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,222504, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
19, Private,183532, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
20, Private,270517, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
47, Self-emp-not-inc,213668, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
46, Private,174426, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,209949, 11th,7, Never-married, Sales, Own-child, White, Female,0,1602,12, United-States, <=50K
38, Private,809585, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov,170846, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,187415, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, ?, <=50K
37, Private,148581, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
55, Private,105582, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States, >50K
69, ?,628797, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private,381789, 12th,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K
76, ?,135039, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
19, Private,533147, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
40, Self-emp-not-inc,198953, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, Female,0,0,2, United-States, <=50K
35, Private,196899, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
52, Local-gov,186117, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States, >50K
47, Private,198200, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private,111900, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, State-gov,164922, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,163174, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,104232, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
64, ?,50171, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, <=50K
34, Private,287737, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private,231482, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
75, Self-emp-not-inc,192813, Masters,14, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private,82622, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private,154422, Some-college,10, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Philippines, <=50K
38, Private,43770, Some-college,10, Separated, Other-service, Not-in-family, White, Female,4650,0,72, United-States, <=50K
71, ?,144872, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,6514,0,40, United-States, >50K
50, Private,174655, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
21, Private,155066, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,124454, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
58, Local-gov,318537, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,225142, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private,270194, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private,164749, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private,110239, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
21, Private,209067, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private,210648, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
62, Private,88579, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
17, Private,148522, 11th,7, Never-married, Other-service, Own-child, White, Male,0,1721,15, United-States, <=50K
35, Private,272476, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, >50K
27, Local-gov,206125, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
41, Private,116391, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,206659, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
47, Private,144351, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,625,40, United-States, <=50K
31, Private,197689, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
35, Private,54159, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
36, Private,411797, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
51, Self-emp-not-inc,149770, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
46, Self-emp-not-inc,122206, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
56, Federal-gov,317847, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,376647, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,2176,0,25, United-States, <=50K
53, Private,141388, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc,170350, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
21, Private,117210, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private,203067, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private,116797, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
49, Federal-gov,195949, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, ?,228424, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K
74, ?,272667, Assoc-acdm,12, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Local-gov,216481, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private,227468, Some-college,10, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private,111883, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private,186035, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
39, Private,203204, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, >50K
45, Private,50163, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private,721161, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private,115784, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
18, ?,192399, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K
50, Private,132716, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
22, Private,297380, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private,174789, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
22, Private,197838, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,33895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private,191129, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc,376230, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
29, Self-emp-not-inc,141185, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States, <=50K
50, Private,182360, HS-grad,9, Separated, Prof-specialty, Unmarried, Other, Female,0,0,60, Puerto-Rico, <=50K
27, Private,55743, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,45, United-States, >50K
39, Private,548510, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, United-States, <=50K
36, Private,346478, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,45, United-States, >50K
52, Private,176134, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
36, Private,214816, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,35429, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private,176871, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private,170148, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
19, ?,35507, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,45, United-States, <=50K
41, Local-gov,88904, Bachelors,13, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private,46857, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,105381, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private,192409, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
17, ?,144114, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc,96073, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
25, Private,201413, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Federal-gov,55377, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
36, Private,68273, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
67, ?,183374, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2329,0,15, United-States, <=50K
67, ?,157403, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,6418,0,10, United-States, >50K
44, Local-gov,236321, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
63, Private,172740, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,70240, Some-college,10, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
26, Private,138152, 12th,8, Never-married, Craft-repair, Other-relative, Other, Male,0,0,48, Guatemala, <=50K
26, Private,109186, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany, <=50K
48, Private,233802, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
22, Private,122346, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Private,174491, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, ?,278220, Some-college,10, Never-married, ?, Own-child, White, Female,0,1602,40, United-States, <=50K
35, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private,236992, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc,191503, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
52, Private,137428, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private,119655, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
58, State-gov,48433, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,150042, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private,92440, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
42, Private,341204, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States, >50K
38, Private,83727, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
48, Self-emp-not-inc,370119, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-inc,49923, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, ?,314913, 11th,7, Divorced, ?, Own-child, White, Male,0,0,53, United-States, <=50K
18, Private,104704, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
44, Private,84535, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
36, Self-emp-inc,242080, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
29, Private,157941, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, ?,107112, 7th-8th,4, Never-married, ?, Other-relative, Black, Male,0,0,30, United-States, <=50K
54, Private,143865, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
65, Private,90377, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,6767,0,60, United-States, <=50K
55, Private,50164, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, Private,243190, Assoc-acdm,12, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,8614,0,40, United-States, >50K
44, Private,126701, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private,214063, Some-college,10, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,72, United-States, <=50K
46, Private,33842, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, United-States, >50K
25, Private,114838, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, Italy, <=50K
43, Private,54611, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,103575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
34, Private,184147, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
25, Local-gov,334267, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private,220124, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,234663, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,192614, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, <=50K
59, Private,258579, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,35, United-States, >50K
24, Private,155150, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, ?,34443, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States, <=50K
28, Private,199600, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, Local-gov,112362, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc,93806, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
18, ?,90230, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
46, Local-gov,102308, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private,49797, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,176992, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private,135458, HS-grad,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, State-gov,59969, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
23, Private,46645, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private,151382, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Male,0,974,40, United-States, <=50K
25, Private,1484705, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
63, Private,124242, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private,197130, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private,242391, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Self-emp-not-inc,54152, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Private,139647, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,56, United-States, <=50K
27, Private,302422, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,376240, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,42, United-States, <=50K
20, ?,203992, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,191088, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1741,52, United-States, <=50K
51, Local-gov,33863, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
53, Private,123092, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,164775, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala, <=50K
20, Private,41432, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,46, United-States, <=50K
62, Private,143312, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Local-gov,177482, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
37, State-gov,166744, HS-grad,9, Married-spouse-abs, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
